ID,Tweet,Match,Polarity
1520,usa field hockeys coach education and learning and junior high performance staff took part in a unique leadership development opportunity organized by the lejeune leadership institute and marine corps university in quantico va     ,,NEUTRAL
1521,speech pathologists at calgary schools say theyre heartbroken after surprise layoffs  ,,NEUTRAL
1522,ontspecialneeds educators worry gap may grow for disadvantaged students stuck at home  ,worry disadvantaged stuck,NEGATIVE
1523,dineshkumawat rajasthan  rajgovofficial higher education minister bsbhatiinc ordered    due to cornaviruspandemic summer vacation,,NEUTRAL
1524,aineepie i lorraine marie reyes nicolassamala rn an alumna of far eastern university i stand with my whole feu community qualit,,NEUTRAL
1525,schilldawg shortsighted move this can be done remotely as the pathologists noted students should not see the supports they need to,shortsighted supports,NEUTRAL
1526,whats open and closed this easter weekend  in the halifax area   cbc news ,,NEUTRAL
1527,ontspecialneeds educators worry gap may grow for disadvantaged students stuck at home  ,worry disadvantaged stuck,NEGATIVE
1528,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1529,abmorayta tamaraws lets make our voices be heard  tweet   i name a deg prog student of the far eastern university stand fir,,NEUTRAL
1530,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1531,amaraws lets make our voices be heard  i chrystynn carullo  a comm  student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami  endclassesnowfeu nostudentleftbehind,,NEUTRAL
1532,i ashline santos a bs nursing student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,bs,NEGATIVE
1533,kellymnrt i bradge kelly minorete a communication arts student of the far eastern university stand firm that quality education must,,NEUTRAL
1534,amaraws lets make our voices be heard  i ronibelle elento a bfa  student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami  endclassesnowfeu nostudentleftbehind,,NEUTRAL
1535,heportraitsmnl far eastern university is trending  why because the students of far eastern university stand firm that quality educ,,NEUTRAL
1536,ajasthan  rajgovofficial higher education minister bsbhatiinc ordered    due to cornaviruspandemic summer vacation has been declared from  april to  may at the college university  the exam will also be conducted later ,,NEUTRAL
1537,pdchina best wishes on your entrance examinations from nova scotia  canada hopefully many will come to canada to further your education and hope some come to nova scotia,best,POSITIVE
1538,agushimlauniv the course is primarily created to help students gain indepth knowledge about all aspects of preventive ethical hackin,gain ethical,POSITIVE
1539,dvatw given that  out of  university lecturers are left wing isnt it safe to conclude that our kids are safer not going to these,safe,POSITIVE
1540,dvatw given that  out of  university lecturers are left wing isnt it safe to conclude that our kids are safer not going to these,safe,POSITIVE
1541,osstftoronto maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the big,,NEUTRAL
1542,clxricegerona i clarice jane gerona a th year bsba major in internal auditing student of the far eastern university and current pre,,NEUTRAL
1543,bbcnews jo johnson mp stands up for free speech in universitiesif free speech in universities is restricted as he claims then why are the high paid fat controllers been allowed to remain in situ if free speech is restricted in a university then wholesome education cannot exist,free free restricted fat free restricted wholesome,POSITIVE
1544,aphaelmiguel we all stereotyped ateneo as the rich outoftouch university but they have been the most humane university to handle e,rich humane,POSITIVE
1545,paulontherun i have argued for years that new brunswick should be a leader in delivering stcentury technologies to rural areas we,,NEUTRAL
1546,dvatw given that  out of  university lecturers are left wing isnt it safe to conclude that our kids are safer not going to these,safe,POSITIVE
1547,dmigueldizon tamaraws lets make our voices be heard  tweet   i daniel miguel dizon a ba communication arts student of the far ea,,NEUTRAL
1548,earthisn vincecharron lindafrum zackslater its amazingly amazing in canada how many managersceoshealth ministers executives,amazingly amazing,POSITIVE
1549,heportraitsmnl far eastern university is trending  why because the students of far eastern university stand firm that quality educ,,NEUTRAL
1550,davidkudla very honored to participate in the barrons in education program providing valuable resources to students at stanford un,honored valuable,POSITIVE
1551,amaraws lets make our voices be heard  tweet   i daniel miguel dizon a ba communication arts student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu ,,NEUTRAL
1552,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1553,heportraitsmnl far eastern university is trending  why because the students of far eastern university stand firm that quality educ,,NEUTRAL
1554,heportraitsmnl far eastern university is trending  why because the students of far eastern university stand firm that quality educ,,NEUTRAL
1555,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1556,aiha what are ear poisons learn more about ototoxicants ear poisons that enter the workers body through inhalation and absorption b,,NEUTRAL
1557,abmorayta tamaraws lets make our voices be heard  tweet   i name a deg prog student of the far eastern university stand fir,,NEUTRAL
1558,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1559,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1560,evelsims heres a new article that is based on uw system numbers but this is just to the summer  campuses across the us are doing scenario planning eg uminn  so it all depends on what scenario becomes reality fingers amp toes crossed,,NEUTRAL
1561,we all stereotyped ateneo as the rich outoftouch university but they have been the most humane university to handle education in this pandemic   we all clowns,rich humane,POSITIVE
1562,learn how to position your institution for growth and sustainability by acquiring other institutions or becoming part of another through acquisition  read more    education university ,sustainability,POSITIVE
1563,yorubahistory the men from seven african nations are the first students at the ibm world trade corporations african education centr,,NEUTRAL
1564,ukmusic uk music is creating a list of music education resources to help whether you are homeschooling trying to teach a class,,NEUTRAL
1565,ugc forms committee to work on contingency plan for higher education   highereducation ugcindia collegestudent academic covid corona indiafightscovid covid admissions university mhrd iit iim banasthalivid career theedupress,work,POSITIVE
1566,lervasen join us on a webinar covid sports wish university of wits jeronemampane profguyrichards education  jonpatricios h,,NEUTRAL
1567,owenfranciscoo i owen francisco a communication arts student of the far eastern university stand firm that quality education must n,,NEUTRAL
1568,eality centristnature sodamntired lfaraday wow as you said were part of canada neighbours ive done nothing to you the main business in the town i now live in is agriculture my previous citys main business was post secondary education i am at home have been since mid march all provinces have    assholes bc too,wow,POSITIVE
1569,jzmnclr i jazmin camposano a bs psychology student of the far eastern university stand firm that quality education must not be at t,bs,NEGATIVE
1570,cbcnb online teaching resources out of reach for many rural families  ,,NEUTRAL
1571,florahighschool fhs senior salute  andrew conrad    i played basketball football amp fished  i was on the honor roll stuco fca ff,salute honor,POSITIVE
1572,shaibombshell i shemariah correa a styear financial management student of the far eastern university stand firm that quality edu,,NEUTRAL
1573,praybeytrafael i rafael panganiban a nd year communication arts student of the far eastern university stand firm that quality educ,,NEUTRAL
1574,cbcnews school employees who help students who struggle with language and communication in the classroom say they were not expecting t,struggle,NEGATIVE
1575,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1576,i jenibee angeles a first year medical technologist student of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  endclassesnowfeu anonafeu ,,NEUTRAL
1577,shoffmanab these layoffs are because abed adrianalagrange cut m just a couple of weeks ago of course layoff notices are being,layoff,NEGATIVE
1578,abmorayta tamaraws lets make our voices be heard  tweet   i name a deg prog student of the far eastern university stand fir,,NEUTRAL
1579,kylevillon tamaraws lets make our voices be heard  i kyle timothy villon  a bfa  student of the far eastern university stand fi,,NEUTRAL
1580,jodysmithnfl happy birthday from halifax nova scotia canada ,happy,POSITIVE
1581,mistayomi chydee cheap substandard university educationna so so theory la cram la pour,cheap substandard,NEGATIVE
1582,dvatw given that  out of  university lecturers are left wing isnt it safe to conclude that our kids are safer not going to these,safe,POSITIVE
1583,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1584,heportraitsmnl far eastern university is trending  why because the students of far eastern university stand firm that quality educ,,NEUTRAL
1585,globalhalifax i have never been one to beg for help but the federal governments response when it comes to the foodservice industry,beg,NEGATIVE
1586,very honored to participate in the barrons in education program providing valuable resources to students at stanford university managing the  million stanford kudla fund and other students studying investment management barronsonline barronsadvisor ,honored valuable,POSITIVE
1587,aren if you need to be very smart in this situation i advise you to meet a chinese who has very high education in thai langauge at your university in your area first then you would has any answer for this case i think this young actor is still fresh and thai people always use cute,smart fresh cute,POSITIVE
1588,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1589,first a few disclaimers in the united states the thirdworldism currently afloat in humanistic disciplines is often openly ethnic i was born in india amp received my primary secondary amp university education there including two years of graduate work,openly work,POSITIVE
1590,i michael brent a nd year bs psychology student of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  endclassesnowfeu ,bs,NEGATIVE
1591,dlmagazine in the view of covid spread delhi university du is considering to make its entire admission process online the step,,NEUTRAL
1592,kathmregel patprendergast prussiathird franklingraham you would cut planned parenthood and thats fine who is going to pay for the births in public hospitals why should i pay for teen births i agree with immigration vetting you want to discourage those with little to no education you bring in those with university degrees,fine discourage,NEUTRAL
1593,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1594,uormalaysia did you know that a uk law degree provides multiple career options beyond qualifying as an advocate and solicitor to find,advocate,POSITIVE
1595,by kellymeyerhofer the uw system will receive  million from congress to help stay solvent  a little more than a quarter of the financial loss officials project for this semester alone ,loss,NEGATIVE
1596,sgfnews newsleader citing student input evangel reschedules traditional commencement for august  ,,NEUTRAL
1597,frances enoughalready szechuancat crisprtek berniesanders i study at the london school of economics not the university of illinois gender studies department i am being provided an excellent education thank you,excellent thank,POSITIVE
1598,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1599,statement from greens senator mehreenfaruqi re  university job losses higher education providers should be eligible for jobkeeper payments and all staff including all casuals should be supported through this very difficult time covidau  ,losses supported difficult,NEGATIVE
1600,i lt brown university where students will bang blueno so as to get liberal education,,NEUTRAL
1601,ontspecialneeds educators worry gap may grow for disadvantaged students stuck at home  ,worry disadvantaged stuck,NEGATIVE
1602,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1603,itsmejee a short biography of talay    name  talay sanguandikul lay  bod   september    education  college of social co,,NEUTRAL
1604,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1605,i kim jayson medina a medical technology student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,,NEUTRAL
1606,clxricegerona i clarice jane gerona a th year bsba major in internal auditing student of the far eastern university and current pre,,NEUTRAL
1607,aineepie i lorraine marie reyes nicolassamala rn an alumna of far eastern university i stand with my whole feu community qualit,,NEUTRAL
1608,gautamn the function of education is to teach one to think intensively and to think critically  intelligence plus character ,intelligence,POSITIVE
1609,i miss going to education city where people i meet wonder which university i go to because they always see me every where  its strange that in my my uni is also located in ec but i have not explored the whole lot yet i havent even visited my dorms study room lmfaooo,miss wonder strange,NEGATIVE
1610,kylevillon tamaraws lets make our voices be heard  i kyle timothy villon  a bfa  student of the far eastern university stand fi,,NEUTRAL
1611,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1612,aqiangto i mac a hardworking student of the far eastern university stand firm that quality education must not be at the expense of,,NEUTRAL
1613,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1614,egslv i regina silva a bs medical technology student of the far eastern university stand firm that quality education must not be a,bs,NEGATIVE
1615,putosekhoe i thea a humss student of the far eastern university hs stand firm in solidarity that quality education must not be,solidarity,POSITIVE
1616,bnmnl tamaraws lets make our voices be heard  tweet   i piolo manuel a bs nursing student of the far eastern university stand,bs,NEGATIVE
1617,joyceojano i joyce macalia a nd year ba in communication student of the far eastern university stand firm that quality education m,,NEUTRAL
1618,drgsingh hello this is   amity universitys atul chauhan on education in the   via youtube,amity,POSITIVE
1619,dariahteach join us on the nd igniteroundtable session on wednesday  april at pm cet the guest speakers are jasmina maric unive,,NEUTRAL
1620,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1621,coronavirus has cost uw system  million in lost revenue and added expenses as of april   via journalsentinel,lost,NEGATIVE
1622,i ian detaro a st year bs in medical technology student of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  endclassesnowfeu nostudentleftbehind  ,bs,NEGATIVE
1623,amaraws lets make our voices be heard  i carmela jane hingpit a bfa  student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,,NEUTRAL
1624,alihalajian great initiative hope healthza helps one university per province to do such initiatives each province must have an edu,great,POSITIVE
1625,online teaching resources out of reach for many rural families ,,NEUTRAL
1626,google home education can be done well and successfully i have  adult children  due to circumstances i home educated the youngest im proud of them all for different reasons but the home educated son is the only one to attend university hes at the end of year  of a  yr degree,well successfully educated proud educated,POSITIVE
1627,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1628,benmoxness super excited to announce my commitment to play basketball and further my education at doane university   doanetigersm,super excited commitment,POSITIVE
1629,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1630,educators worry gap may grow for disadvantaged students stuck at home  ,worry disadvantaged stuck,NEGATIVE
1631,wishing all of our amazing clients family and friends a happy easter sunday  eastersunday easterweekend easter thankful love family together socialdistancing halifax novascotia canada northend ,amazing happy thankful love,POSITIVE
1632,did you know that a uk law degree provides multiple career options beyond qualifying as an advocate and solicitor to find out more about the university of reading llb visit   ,advocate,POSITIVE
1633,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1634,i renz castillo a bs tourism student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,bs,NEGATIVE
1635,shoffmanab these layoffs are because abed adrianalagrange cut m just a couple of weeks ago of course layoff notices are being,layoff,NEGATIVE
1636,dvatw given that  out of  university lecturers are left wing isnt it safe to conclude that our kids are safer not going to these,safe,POSITIVE
1637,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1638,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1639,kylevillon tamaraws lets make our voices be heard  i kyle timothy villon  a bfa  student of the far eastern university stand fi,,NEUTRAL
1640,hpcwho i hannah patricia chanco a bfa student of the far eastern university stand firm that quality education must not be at the ex,,NEUTRAL
1641,kellymnrt i bradge kelly minorete a communication arts student of the far eastern university stand firm that quality education must,,NEUTRAL
1642,abmorayta tamaraws lets make our voices be heard  tweet   i name a deg prog student of the far eastern university stand fir,,NEUTRAL
1643,heikebanashop congratulations smu students at the st annual canada national japanese language speech contest held online michael,congratulations,POSITIVE
1644,i juchin rose caete a st year bsa student of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  endclassesnowfeu,,NEUTRAL
1645,pubinterest george mason universitys mercatus center funded by the libertarian koch family foundations is calling for deregulation,,NEUTRAL
1646,dvatw given that  out of  university lecturers are left wing isnt it safe to conclude that our kids are safer not going to these,safe,POSITIVE
1647,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1648,osstftoronto maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the big,,NEUTRAL
1649,i see life like one long university education i never had i learn something every day  richard branson leadership success,like success,POSITIVE
1650,heglobalshala ranked amongst the top  universities in the us we at globalshala are delighted to introduce our partner northeaster,top delighted,POSITIVE
1651,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1652,khylamichaela   i khyla c geronimo a second year bs psychology student of the far eastern university stand firm that quality ed,bs,NEGATIVE
1653,pubinterest george mason universitys mercatus center funded by the libertarian koch family foundations is calling for deregulation,,NEUTRAL
1654,mthndrsr   i mathieu andre c osorio a second year bs psychology student of the far eastern university stand firm that quality edu,bs,NEGATIVE
1655,akirasrt i akira sarita a ba communication in digital cinema student of the far eastern university stand firm that quality education,,NEUTRAL
1656,kinsleyysue i kinsley sue ablog a bs medical technology student of the far eastern university stand firm that quality education mus,sue bs,NEGATIVE
1657,moiravocalss i andrea nicole choa a first year bs accountancy student of the far eastern university stand firm that quality educati,bs,NEGATIVE
1658,kylevillon tamaraws lets make our voices be heard  i kyle timothy villon  a bfa  student of the far eastern university stand fi,,NEUTRAL
1659,issamfbaby i elara ysabelle t diozo a st year bs psychology student of the far eastern university stand firm that quality educat,bs,NEGATIVE
1660,cbcnews school employees who help students who struggle with language and communication in the classroom say they were not expecting t,struggle,NEGATIVE
1661,ovieali nigerian footballer ahmedmusa is currently sponsoring  students to get education from the prestigious skyline universi,prestigious,POSITIVE
1662,he last known member of the yahi swept university floors after his forced eviction highcountrynews reports on how calling tribal lands public lands enabled the us to sell native property and give the profits to universities the morrill act ,,NEUTRAL
1663,abcdivine i divine v paguntalan a bacommunication arts student of the far eastern university stand firm that quality education m,divine,POSITIVE
1664,frncscdkny i francesca dakanay a styear nursing student of the far eastern university stand firm that quality education must not,,NEUTRAL
1665,shermantank julieturkewitz you are comparing apples to oranges the socialism of venezuela cuba amp china follows marxism amp leninism the democratic socialism of england canada australia norway amp spain to name a few believe that the government should be able to provide universal healthcare amp education,,NEUTRAL
1666,kenkenmkap tamaraws lets make our voices be heard  ima krizly pradillada a bfa  student of the far eastern university stand fir,,NEUTRAL
1667,hpcwho i hannah patricia chanco a bfa student of the far eastern university stand firm that quality education must not be at the ex,,NEUTRAL
1668,ynaarxmcxli i thrina calison a bs architecture student of the far eastern university stand firm that quality education must not be,bs,NEGATIVE
1669,iannemaravilla i rianne christine maravilla a bs accountancy student of the far eastern university stand firm that quality educati,bs,NEGATIVE
1670,heportraitsmnl far eastern university is trending  why because the students of far eastern university stand firm that quality educ,,NEUTRAL
1671,calphonso we may have struggled to serve some students in school that struggle will be greater remotely educators worry gap may wi,struggled struggle worry,NEGATIVE
1672,joyceojano i joyce macalia a nd year ba in communication student of the far eastern university stand firm that quality education m,,NEUTRAL
1673,chefking i einnar peter victorio m manlapaz a st year bshrm major in culinary management student of the far eastern university,,NEUTRAL
1674,englishpatrio yes lammy with his anti white working class white privilege and white saviour comments really turned me against labo,privilege,POSITIVE
1675,heflpatriot upweekly aliciastarr wapo had a story on this like  weeks ago  i highly recommend getting your age appropriate ki,like recommend appropriate,POSITIVE
1676,samcoatessky downing street friday briefing  we recognise the challenges to the university sector we are working to provide new guida,,NEUTRAL
1677,social democracy worked for us for my time free education a national health service  survived long enough for my son to go university with no fees but no living grant but luckily we could cope with that ,worked free enough,POSITIVE
1678,he power of association world class sales education power sales university and successmagazine discount ,,NEUTRAL
1679,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1680,abmorayta tamaraws lets make our voices be heard  tweet   i name a deg prog student of the far eastern university stand fir,,NEUTRAL
1681,louischidube josephizuu belrufai  federal governments energizing education programme being implemented in federal university ndufualike ikwo ebonyi and nnamdi azikwe universityawka campus anambra,,NEUTRAL
1682,cangeoedu the newest featured resource for the onlineclassrom is the bilingual relocation education program  relocation provides a,,NEUTRAL
1683,apply now with your predicted scores to continue your education with an australian university that is ranked in the top one percent if you havent received your predicted scores you can also apply with your classroom results   curtincontinues australian degree unilife ,top,POSITIVE
1684,kellymnrt i bradge kelly minorete a communication arts student of the far eastern university stand firm that quality education must,,NEUTRAL
1685,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1686,i einnar peter victorio m manlapaz a st year bshrm major in culinary management student of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  endclassesnowfeu,,NEUTRAL
1687,abmorayta tamaraws lets make our voices be heard  tweet   i name a deg prog student of the far eastern university stand fir,,NEUTRAL
1688,yes lammy with his anti white working class white privilege and white saviour comments really turned me against labour  thornbury with her distaste for our flag   do they think generations of white working class poor had the privilege he did with his university education ,privilege distaste poor privilege,NEUTRAL
1689,heportraitsmnl far eastern university is trending  why because the students of far eastern university stand firm that quality educ,,NEUTRAL
1690,i joyce macalia a nd year ba in communication student of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  endclassesnowfeu anonafeu ,,NEUTRAL
1691,owenfranciscoo i owen francisco a communication arts student of the far eastern university stand firm that quality education must n,,NEUTRAL
1692,hpcwho i hannah patricia chanco a bfa student of the far eastern university stand firm that quality education must not be at the ex,,NEUTRAL
1693,so i converted the audio and slideshow from my talk at taylors university last year into a video promoting criticalthinking and intellectualcuriosity through dungeonsanddragons education dnd  via youtube,,NEUTRAL
1694,awayyad samhaselby lldzne olugh gov programs encouraging positive liberty are broadly popular in oz uk nz amp canada  paid vacations universal health paid maternity leave public media gun laws min wages affordable higher education  often these are seen as reducing liberty in the us  not increasing it,encouraging positive liberty popular affordable liberty,POSITIVE
1695,bentice upweekly geckos i retired from education after almost  years taught elementary to university students was an admini,,NEUTRAL
1696,stefanferrol every student who has helped make ppe for the nhs should be given free university education as a thank you or all those i,helped free thank,POSITIVE
1697,i have argued for years that new brunswick should be a leader in delivering stcentury technologies to rural areas we would be cashing in now had we invested more instead were hung up on urbanization we are a rural province and should act like one ,hung like,NEUTRAL
1698,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1699,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1700,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1701,cbcnb online teaching resources out of reach for many rural families  ,,NEUTRAL
1702,i almirah m apostol a first year bs medical technology student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,bs,NEGATIVE
1703,heportraitsmnl far eastern university is trending  why because the students of far eastern university stand firm that quality educ,,NEUTRAL
1704,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1705,myleslaurena i myles laurena a interdisciplinary studies student of the far eastern university stand firm that quality education mu,,NEUTRAL
1706,hefakeanneson i anne dominique a bs psychology student of the far eastern university stand firm that quality education must not be,bs,NEGATIVE
1707,heportraitsmnl far eastern university is trending  why because the students of far eastern university stand firm that quality educ,,NEUTRAL
1708,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1709,far eastern university is trending  why because the students of far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  endclassesnowfeu anonafeu,,NEUTRAL
1710,george mason universitys mercatus center funded by the libertarian koch family foundations is calling for deregulation of public education to allow for a dramatic expansion in online schooling ,,NEUTRAL
1711,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1712,ynaarxmcxli i thrina calison a bs architecture student of the far eastern university stand firm that quality education must not be,bs,NEGATIVE
1713,online teaching resources out of reach for many rural families  nb,,NEUTRAL
1714,praybeytrafael i rafael panganiban a nd year communication arts student of the far eastern university stand firm that quality educ,,NEUTRAL
1715,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1716,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1717,abmorayta tamaraws lets make our voices be heard  tweet   i name a deg prog student of the far eastern university stand fir,,NEUTRAL
1718,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1719,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1720,i rianne christine maravilla a bs accountancy student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,bs,NEGATIVE
1721,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1722,maria from the united kingdom is happy to see students progress at the isc  doha maria graduated from ulster university   benefits of teaching with us   teaching education teachingindubai sabis livingthedream interviews dubai photooftheday ,happy progress benefits,POSITIVE
1723,i thrina calison a bs architecture student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,bs,NEGATIVE
1724,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1725,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1726,kenkenmkap tamaraws lets make our voices be heard  ima krizly pradillada a bfa  student of the far eastern university stand fir,,NEUTRAL
1727,i hannah patricia chanco a bfa student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,,NEUTRAL
1728,it is extremely difficult for them to survive through these turbulent times while balancing the expenditure delhi university offers affordable and quality education on the basis of merit,difficult turbulent affordable merit,NEUTRAL
1729,baddestmamajama a course on childrens literature in my second year of university it kickstarted the rest of my academic pursuits i now have a masters degree in education focusing on childrens lit and am going to start my phd in it in october,masters,POSITIVE
1730,osstftoronto maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the big,,NEUTRAL
1731,kylevillon tamaraws lets make our voices be heard  i kyle timothy villon  a bfa  student of the far eastern university stand fi,,NEUTRAL
1732,amaraws lets make our voices be heard  ima krizly pradillada a bfa  student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,,NEUTRAL
1733,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
1734,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1735,i francesca dakanay a styear nursing student of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami  endclassesnowfeu anonafeu,,NEUTRAL
1736,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1737,i divine v paguntalan a bacommunication arts student of the far eastern university stand firm that quality education must not be at the expense of students health and safety  feu pakinggan mo kami   endclassesnowfeu nostudentleftbehind,divine,POSITIVE
1738,chydee mndiomu university education is still freeand dont judge me about the quality though,,NEUTRAL
1739,enginamo i agustin san andres jr a st year communication arts convergent media track student of far eastern university stand fi,,NEUTRAL
1740,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1741,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1742,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1743,second halifax transit bus driver tests positive for covid   the star ,positive,POSITIVE
1744,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1745,judyschade trudeau attended collge jeandebrbeuf graduated from mcgill university in  and then the university of british columbia in  he has a bachelor of arts degree in literature and a bachelor of education degree after graduating he worked as a teacher in vancouver,worked,POSITIVE
1746,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
1747,abmorayta tamaraws lets make our voices be heard  tweet   i name a deg prog student of the far eastern university stand fir,,NEUTRAL
1748,miannaveed he completed his education from baghdad university in iraq drashraf asif jalali also made a platform called  tehreek,,NEUTRAL
1749,it is extremely difficult for them to survive through these turbulent times while balancing the expenditure delhi university offers affordable and quality education on the basis of merit,difficult turbulent affordable merit,NEUTRAL
1750,denanicolai yes  critically important for a number of families i know who are newcomers to canada and are now figuring out what onlin,important,POSITIVE
1751,hdikko lest we forget the bukolasaraki led administration established d kwara state university in  as a response to the growin,led,POSITIVE
